ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,FullAddress,geometry,ClosestTrainStation,ClosestBusStation,DistanceToTrainStation_km,DistanceToBusStation_km
SE-40008689,PR-40001485,Ararat Early Learning Centre,ARARAT EARLY LEARNING CENTRE PTY LTD ATF SW & KJ TURNER FAMILY TRUST.,Centre-Based Care,"Childcare Centre, 89-91 Moore St",ARARAT,VIC,3377,0370202481,NA,NA,92,04/01/2018,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Dec 2024,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Apr 2019,21/06/2019,Yes,No,No,No,No,No,No,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Childcare Centre, 89-91 Moore St, ARARAT, VIC, 3377","c(142.940800806014, -37.285766814503)",Ararat,Ballarat Station,0.493846771209489,86.6477188237913
SE-40008694,PR-40008940,Active OOSH Abermain,JOSHUA EMERTON PTY LTD,Centre-Based Care,"Abermain Public School, 1 Goulburn St",ABERMAIN,NSW,2326,0448564021,NA,NA,107,07/02/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2020,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Dec 2017,11/04/2022,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,06:30,08:45,NA,NA,NA,NA,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,NA,NA,NA,NA,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,NA,NA,NA,NA,No,"Abermain Public School, 1 Goulburn St, ABERMAIN, NSW, 2326","c(151.426481833414, -32.808926111464)",Lochinvar,Main Rd after Taylor St,10.08877534029218,25.889146662706196
SE-40008696,PR-00004736,Guardian Childcare & Education Barangaroo,Guardian Corporate Early Learning Centres Pty Ltd,Centre-Based Care,"Tower 1, Level 1, 100 Barangaroo Ave",BARANGAROO,NSW,2000,0283212280,NA,NA,108,26/05/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May 2024,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Apr 2018,NA,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Tower 1, Level 1, 100 Barangaroo Ave, BARANGAROO, NSW, 2000","c(151.20215000175, -33.863793403778)",Wynyard,King Street Coach Layover,0.41741729552337725,0.2724486282691568
SE-40008698,PR-40009584,Little Flyers Darwin,Insight Early Learning Darwin Pty Ltd.,Centre-Based Care,10 Osgood Drive,EATON,NT,0820,79700150,NA," The service must not conduct regular transportation at any given time.
 The service is approved to conduct excursions, and when doing so must ensure at least 1educator above the educator to child ratio is maintained at all times.
 The approved provider must provide evidence of any excursions planned, including the relevant risk assessment to the Regulatory Authority every 3 months,",168,27/01/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May 2018,NA,Yes,No,No,No,No,No,No,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"10 Osgood Drive, EATON, NT, 0820","c(130.864047680459, -12.396793513642)",Darwin,Casuarina Interchange,9.526684408471816,3.180440317259615
SE-40008704,PR-40019954,KinderPark Early Learning Centre Mt Lawley,LEX EDUCATION PTY LTD,Centre-Based Care,23 Railway Pde,MOUNT LAWLEY,WA,6050,0892729554,NA,NA,71,11/04/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May 2021,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Aug 2018,26/06/2020,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"23 Railway Pde, MOUNT LAWLEY, WA, 6050","c(115.87801004568, -31.937599993282)",Mount Lawley,Perth Busport,0.41520546508201595,2.4174352089523308
SE-40008711,PR-40023510,Lalor North Primary School- VillageOSHC,VillageOSHC Pty Ltd,Centre-Based Care,"Lalor North Primary School, 2 Derna Cres",LALOR,VIC,3075,0370682717,NA,NA,45,03/03/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2018,30/01/2024,No,No,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00,08:35,07:00,08:35,07:00,08:35,07:00,08:35,07:00,08:35,NA,NA,NA,NA,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,15:15:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Lalor North Primary School, 2 Derna Cres, LALOR, VIC, 3075","c(145.028357880669, -37.664216657944)",Lalor,Highpoint SC,0.9931792045542741,17.330263899761444
SE-40008729,PR-00001839,Kurrambee Myaring Community Centre,Surf Coast Shire Council,Centre-Based Care,12 Merrijig Drive,TORQUAY,VIC,3228,03 5264 9251,0352610525,NA,95,02/02/2018,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun 2024,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr 2019,NA,No,No,Yes,No,No,No,Yes,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,NA,NA,NA,NA,08:30,16:00,08:30,16:00,08:30,16:00,08:30,16:00,08:30,15:00,NA,NA,NA,NA,08:30:00,16:00:00,08:30:00,16:00:00,09:00:00,15:30:00,09:00:00,15:00:00,09:00:00,15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"12 Merrijig Drive, TORQUAY, VIC, 3228","c(144.322650751249, -38.308169696624)",Waurn Ponds,Anglesea,10.38088811430628,15.880114876649941
SE-40008732,PR-40000315,Melton Montessori Early Learning Centre,BasicNeeds Australia Inc.,Centre-Based Care,21 Weeks Ave,MELTON WEST,VIC,3337,0387980010,NA,"•     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: •	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",120,19/04/2017,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Excellent,May 2024,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jun 2018,07/10/2019,Yes,No,No,Yes,Yes,No,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"21 Weeks Ave, MELTON WEST, VIC, 3337","c(144.541188340886, -37.666854652421)",Melton,Cobblebank Station,4.8972251783640735,7.5603300709699415
SE-40008738,PR-00003468,Gowrie NSW Dubbo Early Education and Care Centre,Gowrie NSW,Centre-Based Care,16 - 18 Spears Dr,DUBBO,NSW,2830,0285719747,NA,NA,73,24/02/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar 2018,NA,Yes,No,No,No,No,No,No,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"16 - 18 Spears Dr, DUBBO, NSW, 2830","c(148.587585794082, -32.235863312257)",Geurie,Mountain Shuttle Bus,29.112034230114006,162.3529476529648
SE-40008741,PR-40001112,Papilio Early Learning Casey Fields,Affinity Education Group Pty Limited,Centre-Based Care,85S Elmslie Drive,CRANBOURNE EAST,VIC,3977,0359260660,NA,NA,129,17/03/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2018,28/03/2022,Yes,No,No,No,No,No,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"85S Elmslie Drive, CRANBOURNE EAST, VIC, 3977","c(145.298319452115, -38.119304924328)",Cranbourne,Berwick Station (Bay H),2.6688519328607656,9.782865693642766
SE-40008743,PR-40011145,Scotch College TheirCare,TheirCare Pty Ltd,Centre-Based Care,"Scotch College, 76 Shenton Rd",SWANBOURNE,WA,6010,1300072410,0893852286,"The approved provider must ensure that at all times when moving between approved spaces the enrolled children are accompanied by a contact staff member. The approved provider is to ensure that at all times enrolled children preschool age and under require access to and from the toilet facilities, they are accompanied and supervised by a contact staff member, including while in the bathroom. The approved provider must ensure that only children who are currently enrolled in, and attend or will attend, a school in the current year attend the outside school hours care program.  The approved provider must ensure that all children attending the outside school hours care program must be at least 4 years of age by 30 June in the year they attend the program. The approved provider is to ensure that at all times enrolled children over preschool age require access to and from the toilet facilities, they are accompanied and supervised by a contact staff member.",25,01/02/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov 2024,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Apr 2024,29/01/2024,No,No,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Scotch College, 76 Shenton Rd, SWANBOURNE, WA, 6010","c(115.773200046165, -31.9811299825)",Swanbourne,Perth Busport,0.3033700647596444,8.639364450462061
SE-40008751,PR-40002390,Little Smiles Early Childhood Centre Richardson,Little Smiles Early Childhood Centre Pty. Ltd.,Centre-Based Care,38 May Gibbs Cl,RICHARDSON,ACT,2905,0261817178,NA,NA,35,08/02/2017,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Dec 2020,Working Towards NQS,Significant Improvement Required,Working Towards NQS,Working Towards NQS,Significant Improvement Required,Working Towards NQS,Significant Improvement Required,Significant Improvement Required,Dec 2019,NA,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"38 May Gibbs Cl, RICHARDSON, ACT, 2905","c(149.114890903754, -35.427928285407)",Canberra,Canberra Civic Coach Stop,12.489192417380073,16.624392532110768
SE-40008752,PR-40002206,Busy Bees at Tamworth,Baker Street Childcare Education Pty Ltd,Centre-Based Care,"Unit 2, 1A Wirraway Street",TAMINDA,NSW,2340,0293394844,NA,NA,102,03/08/2017,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,May 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar 2020,13/09/2021,Yes,No,No,No,No,Yes,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Unit 2, 1A Wirraway Street, TAMINDA, NSW, 2340","c(150.906343502415, -31.088552806102)",West Tamworth,Kempsey Coach Terminal,0.8114124760334859,184.8995293115244
SE-40008755,PR-40012571,Balmoral House Private Preschool,Pomeroy Childcare Centres Pty Ltd,Centre-Based Care,246 - 248 Riding Rd,BALMORAL,QLD,4171,38992057,NA,"This service is approved to provide education and care to children from birth to over preschool age, not including school children. The mirrors installed in the outdoor play space (Nature Trail Area) are constantly maintained to ensure the facilitation of supervision of children at all times they are being educated and cared for at the service, having regard to the need to maintain the rights and dignity of the children as required under Regulation 115 of the Education and Care Services National Regulations (National Regulations). The approved provider must continue to engage a management company. The approved provider has engaged Aced It Childcare Consultants to support the operations of the education and care service.

 The approved provider must provide a copy of the new agreement/contract between the approved provider and the new management company to the Regulatory Authority, when they engage a management company other than Aced It Childcare Consultants.",60,26/05/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,08/01/2018,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,07:00,18:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,No,"246 - 248 Riding Rd, BALMORAL, QLD, 4171","c(153.062993778411, -27.458127121189)",Morningside,RBW Hospital,1.5588294360249377,3.5625833504373925
SE-40008756,PR-00002240,Nhill Early Learning Centre,Horsham & District Kindergarten Association Inc,Centre-Based Care,2 /20 Whitehead Ave,NHILL,VIC,3418,0390249100,NA,"•     An approved provider of an education and care service that is listed on the Department of Education & Training Category 4 List – at some risk of bushfire or grassfire must ensure that: •	The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.
•	The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
•	The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:
o	a list of the service's emergency contact details
o	procedures for monitoring and managing bushfire and grassfire risks and events
o	procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service
o	procedures for notifying families of children enrolled at the service of any closure
o	procedures for reviewing and updating the Emergency Management Plan.
•	A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.
",96,14/08/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2019,01/01/2019,Yes,No,Yes,No,No,No,No,08:00:00,17:30:00,08:00:00,17:30:00,08:00:00,17:30:00,08:00:00,17:30:00,NA,NA,NA,NA,NA,NA,08:45,13:45,08:45,13:45,08:45,13:45,08:45,13:45,NA,NA,NA,NA,NA,NA,09:00:00,14:00:00,09:00:00,14:00:00,09:00:00,14:00:00,09:00:00,14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"2 /20 Whitehead Ave, NHILL, VIC, 3418","c(141.655627396729, -36.331609765222)",Nhill,Ballarat Station,0.17307086868747829,238.889324301288
SE-40008760,PR-40010110,Amiga Montessori Alamanda,Alamanda Montessori Centre Pty Ltd ATF Alamanda Montessori Centre Trust,Centre-Based Care,"SOHO Village, Sneydes Road",POINT COOK,VIC,3030,0390884186,NA,The approved provider must ensure that no outdoor play equipment is placed within 1.9m of the perimeter fencing. The approved provider is required to make arrangements within 3 months of approval being granted with the relevant regional office to arrange attendance when the service will conduct a rehearsal of the emergency and evacuation procedures in accordance with regulation 97(3)(a) of the Education and Care Services National Regulations 2011.,70,20/04/2017,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun 2018,NA,Yes,No,No,No,No,No,No,07:00:00,18:30:00,07:00:00,18:30:00,07:00:00,18:30:00,07:00:00,18:30:00,07:00:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"SOHO Village, Sneydes Road, POINT COOK, VIC, 3030","c(144.73352430631, -37.897947184238)",Hoppers Crossing,Newport Interchange,3.2868790420123664,14.465680558152263
SE-40008761,PR-40009384,Kinder Academy Early Learning Centre,Lupin Holdings Pty Ltd ATF Tomar Family Trust,Centre-Based Care,109 Sherbrook Rd,ASQUITH,NSW,2077,0299403222,NA,NA,36,13/03/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2022,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2017,NA,Yes,No,Yes,No,No,No,No,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"109 Sherbrook Rd, ASQUITH, NSW, 2077","c(151.108640819373, -33.690963296076)",Asquith,Hillsbus Dural Depot,0.2590265366274481,7.184406743086902
SE-40008770,PR-00000898,Great Beginnings Marsden Park,G8 Education Limited,Centre-Based Care,Shop 26/9 Hollinsworth Road,MARSDEN PARK,NSW,2765,02 8607 1659,NA,NA,124,29/06/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar 2018,NA,Yes,No,No,No,No,No,No,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,06:30:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Shop 26/9 Hollinsworth Road, MARSDEN PARK, NSW, 2765","c(150.840390497279, -33.719834342468)",Schofields,Hillsbus Dural Depot,3.5403290757470987,17.87255838690114
SE-40008779,PR-00000823,Guardian Childcare & Education Mulgrave East,Guardian Community Early Learning Centres Pty Ltd,Centre-Based Care,"Ground Floor, 211c Wellington Rd",MULGRAVE,VIC,3170,0381038333,NA,"The approved provider must ensure that all children educated and cared for by the service have safe access to outdoor space during the renovation of the outdoor space.
The approved provider must ensure that educators are made aware of the risk assessment and follow the strategies to support children accessing outdoor space.
The Approved Provider must ensure the Regulatory Authority is advised 30 days prior to the waiver finish date if the waiver is no longer required, or if the works will not be completed by the waiver finish date.
 The approved provider must ensure that all children educated and cared for by the service have safe access to outdoor space during the renovation of the outdoor space.
The approved provider must ensure that educators are made aware of the risk assessment and follow the strategies to support children accessing outdoor space
The Approved Provider must ensure the Regulatory Authority is advised 30 days prior to the waiver finish date if the waiver is no longer required, or if the works will not be completed by the waiver finish date.
",110,25/08/2017,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2023,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug 2018,NA,Yes,No,No,No,No,No,No,07:00:00,18:30:00,07:00:00,18:30:00,07:00:00,18:30:00,07:00:00,18:30:00,07:00:00,18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Ground Floor, 211c Wellington Rd, MULGRAVE, VIC, 3170","c(145.152025485948, -37.91618341483)",Syndal,Glen Waverley Station,4.446777434802164,4.203547382660566
